dataset,method,run_tag,example_idx,problem_ordinal,step,phase,draft_latency_ms,prm_latency_ms,target_latency_ms,draft_input_tokens,draft_output_tokens,prm_input_tokens,prm_output_rewards,target_input_tokens,target_output_tokens,draft_calls,prm_calls,target_calls
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,166,166,16,draft|draft_verify,267.261266708374,260.61344146728516,0.0,1171,41,1188,16,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,166,166,17,draft|draft_verify,255.6157112121582,260.70690155029297,0.0,1212,41,1231,17,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,166,166,18,draft|draft_verify,272.14956283569336,263.7767791748047,0.0,1253,41,1274,18,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,166,166,19,draft|draft_verify,268.2230472564697,278.853178024292,0.0,1294,41,1317,19,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,166,166,20,draft|draft_verify,258.50486755371094,291.5055751800537,0.0,1335,41,1360,20,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,166,166,21,draft|draft_verify,201.3697624206543,282.63092041015625,0.0,1376,41,1403,21,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,166,166,22,draft|draft_verify,244.06743049621582,320.2025890350342,0.0,1417,41,1446,22,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,166,166,23,draft|draft_verify,211.48967742919922,316.9131278991699,0.0,1458,41,1489,23,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,166,166,24,draft|draft_verify,212.48912811279297,320.73473930358887,0.0,1499,41,1532,24,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,166,166,25,draft|draft_verify,217.71502494812012,342.97728538513184,0.0,1540,41,1575,25,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,166,166,26,draft|draft_verify,203.07302474975586,339.4732475280762,0.0,1581,41,1618,26,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,166,166,27,draft|draft_verify,258.69035720825195,336.8515968322754,0.0,1622,41,1661,27,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,166,166,28,draft|draft_verify,205.61456680297852,359.10820960998535,0.0,1663,41,1704,28,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,166,166,29,draft|draft_verify,198.7321376800537,377.49338150024414,0.0,1704,41,1747,29,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,166,166,30,draft|draft_verify,217.66424179077148,369.6455955505371,0.0,1745,41,1790,30,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,166,166,31,draft|draft_verify,201.8575668334961,395.3242301940918,0.0,1786,41,1833,31,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,166,166,32,draft|draft_verify,204.95080947875977,415.04573822021484,0.0,1827,41,1876,32,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,166,166,33,draft|draft_verify,331.8955898284912,406.9328308105469,0.0,1868,41,1919,33,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,166,166,34,draft|draft_verify,215.867280960083,417.42420196533203,0.0,1909,41,1962,34,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,166,166,35,draft|draft_verify,277.8787612915039,419.2326068878174,0.0,1950,41,2005,35,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,166,166,36,draft|draft_verify,220.42369842529297,409.81316566467285,0.0,1991,41,2048,36,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,166,166,37,draft|draft_verify,194.18668746948242,444.150447845459,0.0,2032,41,2091,37,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,167,167,1,draft|draft_verify|target|target_rescue_verify,517.6393985748291,114.53580856323242,424.48997497558594,141,100,330,2,141,54,1,2,1
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,167,167,2,draft|draft_verify|target|target_rescue_verify,667.2210693359375,155.8988094329834,415.3130054473877,195,137,491,4,195,66,1,2,1
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,167,167,3,draft|draft_verify|target|target_rescue_verify,444.122314453125,196.4409351348877,994.5006370544434,261,76,625,6,261,125,1,2,1
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,167,167,4,draft|draft_verify,565.0877952575684,128.1261444091797,0.0,386,88,427,4,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,167,167,5,draft|draft_verify,457.338809967041,138.52262496948242,0.0,474,73,502,5,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,167,167,6,draft|draft_verify|target|backtracking_verify,306.51307106018066,281.3887596130371,543.8530445098877,547,47,1140,12,547,85,1,2,1
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,167,167,7,draft|draft_verify|target|target_rescue_verify,362.7474308013916,265.2153968811035,187.67571449279785,594,64,1189,14,594,19,1,2,1
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,167,167,8,draft|draft_verify|target|backtracking_verify,84.75756645202637,270.4005241394043,159.00754928588867,613,17,1182,16,613,17,1,2,1
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,167,167,9,draft|draft_verify|target|target_rescue_verify,248.02231788635254,534.1386795043945,377.99692153930664,1260,50,2472,36,1260,50,2,4,2
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,167,167,10,draft|draft_verify|target|backtracking_verify,17.54307746887207,272.2361087799072,192.76833534240723,655,2,1257,20,655,15,1,2,1
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,167,167,11,draft|draft_verify|target|backtracking_verify,348.92773628234863,474.839448928833,211.78650856018066,1327,57,1962,33,657,20,2,3,1
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,167,167,12,draft|draft_verify|target|target_rescue_verify,586.108922958374,824.1708278656006,1074.8729705810547,2061,99,3503,60,1371,127,3,5,2
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,167,167,13,draft|draft_verify,75.25157928466797,162.489652633667,0.0,735,14,720,13,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,168,168,1,draft|draft_verify|target|backtracking_verify,426.1190891265869,110.72063446044922,678.5802841186523,131,99,344,2,131,91,1,2,1
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,168,168,2,draft|draft_verify|target|target_rescue_verify|backtracking_verify,759.6938610076904,306.0891628265381,910.8116626739502,452,152,968,8,452,121,2,4,2
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,168,168,3,draft|draft_verify|target|target_rescue_verify|backtracking_verify,735.1391315460205,364.22252655029297,1689.9080276489258,537,122,1239,12,537,245,2,4,2
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,168,168,4,draft|draft_verify|target|target_rescue_verify,891.3922309875488,418.68066787719727,1233.0718040466309,650,157,1415,16,650,154,2,4,2
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,168,168,5,draft|draft_verify|target|target_rescue_verify,514.8756504058838,276.874303817749,935.4074001312256,429,86,965,10,429,115,1,2,1
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,168,168,6,draft|draft_verify|target|target_rescue_verify,321.4390277862549,259.30166244506836,361.76109313964844,544,59,1112,12,544,55,1,2,1
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,168,168,7,draft|draft_verify,94.53511238098145,128.56316566467285,0.0,599,18,574,7,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,169,169,1,draft|draft_verify,170.88866233825684,33.95414352416992,0.0,127,36,110,1,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,169,169,2,draft|draft_verify,288.04516792297363,60.46247482299805,0.0,163,64,176,2,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,169,169,3,draft|draft_verify,388.81707191467285,73.45199584960938,0.0,227,71,249,3,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,169,169,4,draft|draft_verify|target|target_rescue_verify,1211.5540504455566,236.88220977783203,626.7788410186768,298,179,757,8,298,76,1,2,1
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,169,169,5,draft|draft_verify,400.4960060119629,126.14035606384277,0.0,374,62,391,5,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,169,169,6,draft|draft_verify,306.3497543334961,127.10189819335938,0.0,436,46,439,6,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,169,169,7,draft|draft_verify,97.86772727966309,127.25019454956055,0.0,482,16,457,7,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,170,170,1,draft|draft_verify,174.47161674499512,34.424781799316406,0.0,94,38,78,1,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,170,170,2,draft|draft_verify,96.60148620605469,32.33456611633301,0.0,132,21,101,2,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,170,170,3,draft|draft_verify,246.85382843017578,52.23965644836426,0.0,153,55,158,3,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,170,170,4,draft|draft_verify,42.786598205566406,52.233219146728516,0.0,208,9,169,4,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,170,170,5,draft|draft_verify,233.89887809753418,61.05184555053711,0.0,217,51,222,5,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,170,170,6,draft|draft_verify,58.31718444824219,61.80167198181152,0.0,268,12,236,6,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,170,170,7,draft|draft_verify,249.0236759185791,78.887939453125,0.0,280,53,291,7,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,170,170,8,draft|draft_verify,210.2525234222412,96.3282585144043,0.0,333,44,337,8,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,170,170,9,draft|draft_verify,111.8631362915039,94.11096572875977,0.0,377,23,362,9,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,170,170,10,draft|draft_verify,362.9477024078369,128.44061851501465,0.0,400,77,441,10,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,170,170,11,draft|draft_verify,126.69563293457031,128.1290054321289,0.0,477,22,465,11,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,171,171,1,draft|draft_verify,474.9009609222412,32.262325286865234,0.0,73,108,127,1,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,171,171,2,draft|draft_verify,87.61358261108398,52.073001861572266,0.0,181,19,148,2,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,171,171,3,draft|draft_verify,76.38144493103027,51.99456214904785,0.0,200,17,167,3,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,171,171,4,draft|draft_verify,135.9233856201172,61.61904335021973,0.0,217,30,199,4,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,171,171,5,draft|draft_verify,85.50763130187988,61.609506607055664,0.0,247,17,218,5,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,172,172,1,draft|draft_verify,192.27933883666992,35.68601608276367,0.0,94,25,65,1,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,172,172,2,draft|draft_verify,93.03975105285645,35.537004470825195,0.0,119,11,78,2,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,172,172,3,draft|draft_verify,212.3126983642578,30.689239501953125,0.0,130,32,112,3,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,172,172,4,draft|draft_verify,122.76744842529297,47.71852493286133,0.0,162,17,131,4,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,172,172,5,draft|draft_verify,136.14892959594727,51.023244857788086,0.0,179,19,152,5,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,172,172,6,draft|draft_verify,84.55967903137207,53.07745933532715,0.0,198,18,172,6,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,172,172,7,draft|draft_verify,141.2818431854248,59.34596061706543,0.0,216,17,191,7,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,172,172,8,draft|draft_verify,145.48206329345703,61.896562576293945,0.0,233,16,209,8,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,172,172,9,draft|draft_verify,111.8628978729248,67.66319274902344,0.0,249,16,227,9,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,172,172,10,draft|draft_verify,97.33891487121582,68.52912902832031,0.0,265,17,246,10,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,172,172,11,draft|draft_verify,171.51832580566406,89.2648696899414,0.0,282,23,271,11,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,172,172,12,draft|draft_verify,147.47071266174316,89.72978591918945,0.0,305,20,293,12,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,173,173,1,draft|draft_verify,186.6588592529297,37.146806716918945,0.0,109,29,84,1,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,173,173,2,draft|draft_verify,212.85271644592285,35.405635833740234,0.0,138,38,124,2,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,173,173,3,draft|draft_verify,69.31209564208984,57.47556686401367,0.0,176,11,137,3,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,173,173,4,draft|draft_verify|target|target_rescue_verify,74.68819618225098,118.0257797241211,472.23734855651855,187,11,339,8,187,50,1,2,1
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,173,173,5,draft|draft_verify,457.52739906311035,66.84541702270508,0.0,237,61,252,5,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,173,173,6,draft|draft_verify,290.147066116333,86.9150161743164,0.0,298,38,292,6,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,173,173,7,draft|draft_verify|target|target_rescue_verify,186.52749061584473,171.97895050048828,170.11356353759766,336,26,632,14,336,18,1,2,1
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,173,173,8,draft|draft_verify,384.67884063720703,107.31315612792969,0.0,354,59,373,8,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,174,174,1,draft|draft_verify,304.5084476470947,55.00006675720215,0.0,187,48,181,1,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,174,174,2,draft|draft_verify,391.90053939819336,72.93915748596191,0.0,235,58,241,2,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,174,174,3,draft|draft_verify,587.0809555053711,93.45650672912598,0.0,293,90,333,3,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,174,174,4,draft|draft_verify,1222.1674919128418,133.48746299743652,0.0,383,199,534,4,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,174,174,5,draft|draft_verify,272.21226692199707,132.5697898864746,0.0,582,44,580,5,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,174,174,6,draft|draft_verify|target|target_rescue_verify,471.88448905944824,348.16479682922363,1985.3723049163818,626,79,1504,12,626,261,1,2,1
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,174,174,7,draft|draft_verify,92.09537506103516,179.82172966003418,0.0,887,15,860,7,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,175,175,1,draft|draft_verify,275.6304740905762,30.595064163208008,0.0,94,51,91,1,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,175,175,2,draft|draft_verify,617.0165538787842,60.645103454589844,0.0,145,106,199,2,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,175,175,3,draft|draft_verify|target|target_rescue_verify,591.7320251464844,177.34169960021973,895.7831859588623,251,102,608,6,251,104,1,2,1
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,175,175,4,draft|draft_verify,166.97955131530762,114.14766311645508,0.0,355,25,332,4,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,176,176,1,draft|draft_verify,138.289213180542,23.966073989868164,0.0,76,27,49,1,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,176,176,2,draft|draft_verify,306.73885345458984,33.9047908782959,0.0,103,61,112,2,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,176,176,3,draft|draft_verify,341.3522243499756,65.86384773254395,0.0,164,84,198,3,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,176,176,4,draft|draft_verify,329.60963249206543,87.24617958068848,0.0,248,70,270,4,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,176,176,5,draft|draft_verify,209.18560028076172,100.69823265075684,0.0,318,51,323,5,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,176,176,6,draft|draft_verify,139.52231407165527,100.8307933807373,0.0,369,30,355,6,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,176,176,7,draft|draft_verify,90.73734283447266,98.23489189147949,0.0,399,16,373,7,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,177,177,1,draft|draft_verify,157.52339363098145,33.25676918029785,0.0,90,30,66,1,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,177,177,2,draft|draft_verify,273.71740341186523,48.33865165710449,0.0,120,63,131,2,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,177,177,3,draft|draft_verify,707.3214054107666,78.3538818359375,0.0,183,161,294,3,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,177,177,4,draft|draft_verify,389.8470401763916,140.4097080230713,0.0,344,96,392,4,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,177,177,5,draft|draft_verify,98.71625900268555,125.08630752563477,0.0,440,20,414,5,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,178,178,1,draft|draft_verify,324.9504566192627,56.426048278808594,0.0,147,73,166,1,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,178,178,2,draft|draft_verify,67.61980056762695,55.86361885070801,0.0,220,14,182,2,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,178,178,3,draft|draft_verify,162.3067855834961,61.99836730957031,0.0,234,35,219,3,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,178,178,4,draft|draft_verify,95.05248069763184,61.47456169128418,0.0,269,20,241,4,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,178,178,5,draft|draft_verify,113.86656761169434,80.55686950683594,0.0,289,24,267,5,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,178,178,6,draft|draft_verify,94.23112869262695,78.27234268188477,0.0,313,20,289,6,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,178,178,7,draft|draft_verify,71.25473022460938,78.47809791564941,0.0,333,15,306,7,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,178,178,8,draft|draft_verify,25415.504932403564,114.66765403747559,0.0,348,29,337,8,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,179,179,1,draft|draft_verify,206.65597915649414,53.15709114074707,0.0,136,46,129,1,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,179,179,2,draft|draft_verify,402.49085426330566,67.94595718383789,0.0,182,94,225,2,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,179,179,3,draft|draft_verify,151.78942680358887,87.72158622741699,0.0,276,36,263,3,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,179,179,4,draft|draft_verify,192.51441955566406,82.85641670227051,0.0,312,46,311,4,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,179,179,5,draft|draft_verify,136.66391372680664,99.17926788330078,0.0,358,30,343,5,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,179,179,6,draft|draft_verify,303.15518379211426,126.27816200256348,0.0,388,55,400,6,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,179,179,7,draft|draft_verify,166.88823699951172,126.37472152709961,0.0,443,37,439,7,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,179,179,8,draft|draft_verify,88.51432800292969,127.50673294067383,0.0,480,22,463,8,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,179,179,9,draft|draft_verify,128.9651393890381,143.64004135131836,0.0,502,27,492,9,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,180,180,1,draft|draft_verify,519.0658569335938,127.75516510009766,0.0,439,83,468,1,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,180,180,2,draft|draft_verify|target|target_rescue_verify,371.6003894805908,261.5928649902344,746.7963695526123,522,70,1117,4,522,107,1,2,1
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,180,180,3,draft|draft_verify|target|backtracking_verify,1521.669864654541,355.30781745910645,423.5577583312988,629,269,1490,6,629,63,1,2,1
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,180,180,4,draft|draft_verify|target|target_rescue_verify|backtracking_verify,3165.860176086426,1233.0913543701172,14534.33871269226,1590,541,5638,16,1590,2110,2,4,2
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,180,180,5,draft|draft_verify|target|target_rescue_verify,2680.356979370117,1103.1880378723145,7801.528692245483,1920,425,5234,20,1920,1153,2,4,2
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,180,180,6,draft|draft_verify|target|target_rescue_verify,133.94713401794434,471.4057445526123,334.46717262268066,1134,24,2243,12,1134,39,1,2,1
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,180,180,7,draft|draft_verify,82.03482627868652,236.1471652984619,0.0,1173,12,1143,7,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,181,181,1,draft|draft_verify,140.81645011901855,34.673452377319336,0.0,92,31,69,1,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,181,181,2,draft|draft_verify,127.13980674743652,38.742780685424805,0.0,123,32,103,2,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,181,181,3,draft|draft_verify,183.78853797912598,50.86064338684082,0.0,155,40,145,3,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,181,181,4,draft|draft_verify,109.70640182495117,51.23329162597656,0.0,195,24,171,4,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,181,181,5,draft|draft_verify,40.48752784729004,54.40378189086914,0.0,219,8,181,5,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,181,181,6,draft|draft_verify,483.3519458770752,82.16595649719238,0.0,227,104,287,6,0,0,1,1,0
gaokao2023en,bbeam1,step-profile-config2-bbeam1-gaokao2023en-exclusive0817,181,181,7,draft|draft_verify|target|target_rescue_verify,725.4557609558105,257.6766014099121,958.5182666778564,331,156,838,14,331,104,1,2,1
