problem_ordinal,example_idx,steps,our,weak,strong,our_power,weak_power,strong_power,speedup_vs_weak,speedup_vs_strong,power_vs_weak,power_vs_strong
70,70,7,1384.3413375450195,1567.1053837375487,1295.2689573692383,575.5333410658569,1016.9782820296692,906.7398591041565,1.1320223858348704,0.9356572127407958,1.7670188839907692,1.5754775516999986
71,71,9,1767.8254897947754,1918.0383357248536,1479.396565340625,774.1224552002238,1244.71288090943,1064.9752427630735,1.084970403921213,0.83684536391223,1.6079017893719278,1.3757193524216034
72,72,10,1526.164646798584,1830.9470067386471,1364.4364559613036,685.8528601492225,1188.1801753573818,990.2446772492401,1.1997047701107486,0.8940296571693391,1.7324126564098121,1.4438150437016337
73,73,12,1488.9855508904297,1711.2290081947751,1223.9520266682619,665.3740532057909,1110.4623141632094,901.9314552836732,1.1492583035284938,0.8220039650057888,1.6689293921411132,1.355525438568189
74,74,5,2589.5595609662596,3457.463147455664,2189.1442956942624,1421.615234943164,2184.643310280393,1789.5708977989018,1.3351549041666213,0.8453732166243021,1.536733186717526,1.258829290662778
75,75,6,2192.2712810865964,1963.9070249296874,1697.1771094252197,879.4071219557189,1274.5129718513672,1175.4741666316986,0.8958321179832632,0.774163819992212,1.4492866159839255,1.3366666442472679
76,76,17,3598.222228896289,4133.390878354347,2969.0915381236086,1630.9066243114455,2682.3931293383716,2167.8254498869587,1.148731405514721,0.8251551319648041,1.6447251420484323,1.3292149394525856
77,77,13,2984.226804059766,3255.9602436495607,2364.47410424209,1309.3197310566152,2112.982415210165,1730.3516520792982,1.0910565642062213,0.7923238612512429,1.6138017056422098,1.3215653984553584
78,78,3,3271.48037272439,4390.772711873242,3208.8308334350586,1784.6711480743102,2693.4110654682804,2283.230176925659,1.3421363455152688,0.9808497890399512,1.5091918017358636,1.2793562440841286
79,79,5,14928.608370797941,16780.109206852172,11155.97516021805,7727.954680046216,10430.21160655022,7356.05517500639,1.1240236725397645,0.7472883528809294,1.3496729779590069,0.9518760758263657
80,80,22,18458.37214884789,18987.248255312792,11608.480560372765,8691.088225252239,12161.296337239612,9265.652963995934,1.028652369894813,0.6289005588771449,1.399283498458176,1.066109642872371
81,81,8,1833.2601188036865,1891.1457599584473,1487.2611827547364,777.2349069243164,1227.2700384018322,1064.4087537256714,1.0315752470481574,0.81126577047084,1.579020740664364,1.3694814067702683
